ticker,date,open,high,low,close
BTC,0.007381507381507382,0.06491,0.0665,0.06491,0.065
BTC,0.007575757575757576,0.065,0.0665,0.0641,0.0648
BTC,0.00777000777000777,0.0648,0.0658,0.064,0.064
BTC,0.007964257964257964,0.064,0.065,0.063,0.065
BTC,0.008158508158508158,0.065,0.065,0.0641,0.0641
BTC,0.008352758352758352,0.0641,0.0648,0.064,0.064
BTC,0.008547008547008548,0.064,0.069,0.03211,0.06497
BTC,0.008741258741258742,0.06497,0.06497,0.06,0.06
BTC,0.008935508935508936,0.06,0.0629,0.05961,0.0629
BTC,0.00912975912975913,0.0629,0.0634,0.0601,0.0634
BTC,0.009324009324009324,0.0634,0.0634,0.06085,0.06085
BTC,0.009518259518259518,0.06085,0.06238,0.06085,0.06238
BTC,0.009712509712509712,0.06238,0.064,0.0605,0.0616
BTC,0.009906759906759906,0.0616,0.0627,0.0616,0.0616
BTC,0.010101010101010102,0.0616,0.06201,0.0603,0.061
BTC,0.010295260295260296,0.061,0.062,0.06099,0.062
BTC,0.01048951048951049,0.062,0.0624,0.06109,0.06111
BTC,0.010683760683760684,0.06111,0.0618,0.06014,0.0618
BTC,0.010878010878010878,0.0618,0.065,0.0618,0.06366
BTC,0.011072261072261072,0.06366,0.06366,0.0615,0.0615
BTC,0.011266511266511266,0.0615,0.064,0.0607,0.06219
BTC,0.01146076146076146,0.06219,0.175,0.061,0.06199
BTC,0.011655011655011656,0.06199,0.0625,0.0604,0.0604
BTC,0.01184926184926185,0.0604,0.0619,0.0604,0.0619
BTC,0.012043512043512044,0.0619,0.0619,0.059,0.059
BTC,0.012237762237762238,0.059,0.061,0.05761,0.061
BTC,0.012432012432012432,0.061,0.0627,0.06,0.0627
BTC,0.012626262626262626,0.0627,0.0634,0.062,0.0621
BTC,0.01282051282051282,0.0621,0.0633,0.0621,0.06265
BTC,0.013014763014763014,0.06265,0.06265,0.06147,0.0622
BTC,0.01320901320901321,0.0622,0.063,0.0615,0.06231
BTC,0.013403263403263404,0.06231,0.0624,0.06209,0.0622
BTC,0.013597513597513598,0.0622,0.0624,0.0617,0.06202
BTC,0.013791763791763792,0.06202,0.06228,0.06186,0.062
BTC,0.013986013986013986,0.062,0.06228,0.0619,0.0622
BTC,0.01418026418026418,0.0622,0.06271,0.0617,0.0619
BTC,0.014374514374514374,0.0619,0.062,0.0615,0.06191
BTC,0.014568764568764568,0.06191,0.06191,0.06155,0.0619
BTC,0.014763014763014764,0.0619,0.062,0.06189,0.06197
BTC,0.014957264957264958,0.06197,0.06197,0.06125,0.0614
BTC,0.015151515151515152,0.0614,0.0614,0.061,0.06111
BTC,0.015345765345765346,0.06111,0.062,0.06081,0.0613
BTC,0.01554001554001554,0.0613,0.06301,0.0609,0.0614
BTC,0.015734265734265736,0.0614,0.0635,0.0612,0.06281
BTC,0.015928515928515928,0.06281,0.067,0.0628,0.067
BTC,0.016122766122766124,0.067,0.088,0.01,0.08685
BTC,0.016317016317016316,0.08685,0.12,0.068,0.0938
BTC,0.016511266511266512,0.0938,0.1301,0.07999,0.0965
BTC,0.016705516705516704,0.0965,0.103,0.091,0.095
BTC,0.0168997668997669,0.095,0.099,0.082,0.0949
BTC,0.017094017094017096,0.0949,0.105,0.092,0.105
BTC,0.017288267288267288,0.105,0.105,0.065,0.102
BTC,0.017482517482517484,0.102,0.119,0.092,0.105
BTC,0.017676767676767676,0.105,0.105,0.1,0.101
BTC,0.017871017871017872,0.101,0.1045,0.1,0.102
BTC,0.018057174307174306,0.102,0.103,0.097,0.1024
BTC,0.0182514245014245,0.1024,0.1024,0.097,0.097
BTC,0.018445674695674697,0.097,0.103,0.094,0.099
BTC,0.01863992488992489,0.099,0.109,0.097,0.107
BTC,0.018834175084175085,0.107,0.109,0.1015,0.1025
BTC,0.019028425278425277,0.1025,0.109,0.1025,0.1055
BTC,0.019222675472675473,0.1055,0.19,0.1055,0.115
BTC,0.019416925666925666,0.115,0.19,0.09009,0.132
BTC,0.01961117586117586,0.132,0.18,0.132,0.1503
BTC,0.019805426055426057,0.1503,0.19,0.1503,0.1877
BTC,0.01999967624967625,0.1877,0.191,0.1731,0.1731
BTC,0.020193926443926445,0.1731,0.19,0.173,0.19
BTC,0.020388176638176637,0.19,0.199,0.1875,0.1989
BTC,0.020582426832426833,0.1989,0.1989,0.171,0.1925
BTC,0.020776677026677026,0.1925,0.1955,0.172,0.1955
BTC,0.02097092722092722,0.1955,0.1955,0.1905,0.1938
BTC,0.021165177415177414,0.1938,0.275,0.125,0.1931
BTC,0.02135942760942761,0.1931,0.236,0.1931,0.23
BTC,0.021553677803677805,0.23,0.2639,0.2101,0.26
BTC,0.021747927997927997,0.26,0.5,0.2402,0.39
BTC,0.021942178192178193,0.39,0.47,0.286,0.34
BTC,0.022136428386428385,0.34,0.37,0.2261,0.243
BTC,0.02233067858067858,0.243,0.323,0.199,0.21
BTC,0.022524928774928774,0.21,0.24,0.14,0.24
BTC,0.02271917896917897,0.24,0.24,0.21,0.2231
BTC,0.022913429163429165,0.2231,0.29,0.223,0.2682
BTC,0.023107679357679357,0.2682,0.3,0.2682,0.276
BTC,0.023301929551929553,0.276,0.299,0.2702,0.279
BTC,0.023496179746179745,0.279,0.2828,0.2682,0.2682
BTC,0.02369042994042994,0.2682,0.275,0.223,0.223
BTC,0.023884680134680134,0.223,0.29,0.2116,0.2299
BTC,0.02407893032893033,0.2299,0.283,0.2221,0.2678
BTC,0.02427318052318052,0.2678,0.28,0.2678,0.28
BTC,0.024467430717430717,0.28,0.29,0.2682,0.283
BTC,0.024661680911680913,0.283,0.283,0.2763,0.2767
BTC,0.024855931105931105,0.2767,0.2879,0.269,0.2879
BTC,0.0250501813001813,0.2879,0.2879,0.276,0.2829
BTC,0.025244431494431493,0.2829,0.283,0.2761,0.283
BTC,0.02543868168868169,0.283,0.283,0.278,0.28
BTC,0.02563293188293188,0.28,0.289,0.2761,0.2844
BTC,0.025827182077182077,0.2844,0.2844,0.2826,0.283
BTC,0.026021432271432273,0.283,0.2846,0.27,0.27
BTC,0.026215682465682465,0.27,0.279,0.2151,0.2299
BTC,0.02640993265993266,0.2299,0.2299,0.204,0.2082
BTC,0.026604182854182853,0.2082,0.2299,0.2082,0.2275
BTC,0.02679843304843305,0.2275,0.2553,0.218,0.255
BTC,0.02699268324268324,0.255,0.2552,0.243,0.251
BTC,0.027186933436933437,0.251,0.2589,0.205,0.205
BTC,0.02738118363118363,0.205,0.235,0.19,0.19
BTC,0.027575433825433825,0.19,0.225,0.1841,0.204
BTC,0.02776968401968402,0.204,0.2477,0.1701,0.233
BTC,0.027963934213934213,0.233,0.24,0.22,0.2388
BTC,0.02815818440818441,0.2388,0.2388,0.1701,0.2
BTC,0.0283524346024346,0.2,0.204,0.1825,0.204
BTC,0.028546684796684797,0.204,0.228,0.1907,0.228
BTC,0.02874093499093499,0.228,0.228,0.2068,0.22
BTC,0.028935185185185185,0.22,0.23,0.21,0.2299
BTC,0.02912943537943538,0.2299,0.2468,0.21,0.2467
BTC,0.029323685573685573,0.2467,0.2467,0.238,0.238
BTC,0.02951793576793577,0.238,0.255,0.2222,0.25
BTC,0.02971218596218596,0.25,0.25,0.24,0.24
BTC,0.029906436156436157,0.24,0.2488,0.24,0.241
BTC,0.03010068635068635,0.241,0.2499,0.24,0.2401
BTC,0.030294936544936545,0.2401,0.275,0.24,0.267
BTC,0.030489186739186738,0.267,0.267,0.24,0.24
BTC,0.030683436933436933,0.24,0.25,0.24,0.25
BTC,0.03087768712768713,0.25,0.25,0.241,0.25
BTC,0.03107193732193732,0.25,0.25,0.242,0.248
BTC,0.03126618751618752,0.248,0.25,0.2475,0.2499
BTC,0.03146043771043771,0.2499,0.27,0.2464,0.265
BTC,0.0316546879046879,0.265,0.27,0.251,0.265
BTC,0.0318489380989381,0.265,0.281,0.2612,0.281
BTC,0.03204318829318829,0.281,0.301,0.271,0.3
BTC,0.032237438487438486,0.3,0.3,0.291,0.3
BTC,0.032431688681688685,0.3,0.3,0.292,0.3
BTC,0.03262593887593888,0.3,0.3,0.292,0.3
BTC,0.03282018907018907,0.3,0.3,0.289,0.3
BTC,0.03301443926443926,0.3,0.3,0.29,0.295
BTC,0.03320868945868946,0.295,0.2999,0.289,0.2989
BTC,0.03340293965293965,0.2989,0.299,0.29,0.299
BTC,0.033597189847189846,0.299,0.299,0.29,0.298
BTC,0.033791440041440045,0.298,0.322,0.2975,0.32
BTC,0.03398569023569024,0.32,0.3229,0.309,0.3229
BTC,0.03417994042994043,0.3229,0.323,0.3229,0.323
BTC,0.03437419062419062,0.323,0.329,0.3175,0.3266
BTC,0.03456844081844082,0.3266,0.3266,0.3176,0.3266
BTC,0.03476269101269101,0.3266,0.3557,0.318,0.3188
BTC,0.034956941206941206,0.3188,0.405,0.3176,0.3176
BTC,0.0351511914011914,0.3176,0.45,0.3176,0.4
BTC,0.0353454415954416,0.4,0.4,0.385,0.386
BTC,0.03553969178969179,0.386,0.4,0.386,0.3868
BTC,0.03573394198394198,0.3868,0.3868,0.315,0.3495
BTC,0.03592819217819218,0.3495,0.3495,0.305,0.313
BTC,0.03612244237244237,0.313,0.313,0.305,0.313
BTC,0.036316692566692566,0.313,0.39,0.31,0.39
BTC,0.03651094276094276,0.39,0.44,0.368,0.4199
BTC,0.03670519295519296,0.4199,0.4443,0.39,0.4443
BTC,0.03689944314944315,0.4443,0.4443,0.42,0.4424
BTC,0.03709369334369334,0.4424,0.4424,0.381,0.4199
BTC,0.03728794353794354,0.4199,0.425,0.4,0.41
BTC,0.03748219373219373,0.41,0.42,0.3904,0.417
BTC,0.037676443926443925,0.417,0.45,0.4085,0.4212
BTC,0.03787069412069412,0.4212,0.446,0.4212,0.446
BTC,0.03806494431494432,0.446,0.446,0.43,0.439
BTC,0.03825919450919451,0.439,0.48,0.439,0.4799
BTC,0.0384534447034447,0.4799,0.95,0.47,0.52
BTC,0.0386476948976949,0.52,0.85,0.52,0.7
BTC,0.03884194509194509,0.7,0.76,0.69,0.716
BTC,0.039036195286195285,0.716,0.75,0.6501,0.69
BTC,0.03923044548044548,0.69,0.88,0.67,0.811
BTC,0.03942469567469568,0.811,0.92,0.811,0.92
BTC,0.03961894586894587,0.92,0.92,0.83,0.8997
BTC,0.03981319606319606,0.8997,0.9,0.83,0.89
BTC,0.04000744625744626,0.89,0.918,0.8617,0.918
BTC,0.04020169645169645,0.918,1.09,0.82,1.09
BTC,0.040395946645946645,1.09,1.1,0.8,0.9803
BTC,0.04059019684019684,0.9803,1.09,0.9264,1.07
BTC,0.04078444703444704,1.07,1.08,0.9906,1.08
BTC,0.04097869722869723,1.08,1.08,1.02,1.05
BTC,0.04117294742294742,1.05,1.08,1.03,1.07
BTC,0.041367197617197614,1.07,1.09,1.03,1.05
BTC,0.04156144781144781,1.05,1.05,1.02,1.05
BTC,0.041755698005698005,1.05,1.05,1.02,1.04
BTC,0.0419499481999482,1.04,1.04,0.7801,0.8989
BTC,0.0421441983941984,0.8989,0.98,0.8376,0.949
BTC,0.042346542346542344,0.949,0.949,0.83,0.85
BTC,0.042540792540792544,0.85,0.8796,0.8313,0.8345
BTC,0.042735042735042736,0.8345,0.95,0.8313,0.8702
BTC,0.04292929292929293,0.8702,0.945,0.8681,0.9
BTC,0.04312354312354312,0.9,1.0,0.9,0.9974
BTC,0.04331779331779332,0.9974,0.9998,0.9111,0.9111
BTC,0.04351204351204351,0.9111,0.97,0.9106,0.958
BTC,0.043706293706293704,0.958,0.958,0.89,0.89
BTC,0.043900543900543904,0.89,0.92,0.845,0.86
BTC,0.044094794094794096,0.86,0.97,0.8502,0.9202
BTC,0.04428904428904429,0.9202,0.94,0.9102,0.9399
BTC,0.04448329448329448,0.9399,0.9399,0.91,0.9391
BTC,0.04467754467754468,0.9391,0.9391,0.9001,0.901
BTC,0.04487179487179487,0.901,0.9189,0.8111,0.9103
BTC,0.045066045066045064,0.9103,0.9103,0.81,0.8999
BTC,0.045260295260295264,0.8999,0.909,0.846,0.885
BTC,0.045454545454545456,0.885,0.885,0.85,0.87
BTC,0.04564879564879565,0.87,0.87,0.85,0.8645
BTC,0.04584304584304584,0.8645,0.9329,0.8497,0.9329
BTC,0.04603729603729604,0.9329,0.9329,0.8601,0.88
BTC,0.04623154623154623,0.88,0.9197,0.88,0.918
BTC,0.046425796425796424,0.918,0.918,0.8898,0.8925
BTC,0.046620046620046623,0.8925,0.9,0.88,0.8949
BTC,0.046814296814296816,0.8949,0.8949,0.87,0.87
BTC,0.04700854700854701,0.87,0.88,0.836,0.86
BTC,0.0472027972027972,0.86,0.88,0.81,0.8254
BTC,0.0473970473970474,0.8254,0.8506,0.71,0.8165
BTC,0.04759129759129759,0.8165,0.8165,0.7313,0.765
BTC,0.047785547785547784,0.765,0.79,0.7402,0.7411
BTC,0.047979797979797977,0.7411,0.7724,0.7405,0.759
BTC,0.048174048174048176,0.759,0.81,0.7405,0.809
BTC,0.04836829836829837,0.809,0.85,0.78,0.8497
BTC,0.04856254856254856,0.8497,0.9,0.8266,0.8669
BTC,0.04875679875679876,0.8669,0.89,0.861,0.8838
BTC,0.04895104895104895,0.8838,0.905,0.841,0.8552
BTC,0.049145299145299144,0.8552,0.8721,0.8152,0.82
BTC,0.049339549339549336,0.82,0.85,0.76,0.799
BTC,0.049533799533799536,0.799,0.7997,0.7648,0.7925
BTC,0.04972804972804973,0.7925,0.795,0.766,0.7897
BTC,0.04992229992229992,0.7897,0.801,0.768,0.7846
BTC,0.05011655011655012,0.7846,0.797,0.7741,0.7741
BTC,0.05031080031080031,0.7741,0.7998,0.7741,0.782
BTC,0.050505050505050504,0.782,0.7949,0.777,0.779
BTC,0.050699300699300696,0.779,0.785,0.5619,0.68
BTC,0.050893550893550896,0.68,0.7478,0.58,0.71
BTC,0.05108780108780109,0.71,0.75,0.6902,0.74
BTC,0.05128205128205128,0.74,0.7849,0.7205,0.7538
BTC,0.05147630147630148,0.7538,0.799,0.7309,0.75
BTC,0.05167055167055167,0.75,0.7676,0.7205,0.73
BTC,0.051864801864801864,0.73,0.7589,0.71,0.7369
BTC,0.052059052059052056,0.7369,0.799,0.7103,0.77
BTC,0.052253302253302256,0.77,0.899,0.77,0.86
BTC,0.05244755244755245,0.86,1.0,0.86,0.9225
BTC,0.05264180264180264,0.9225,1.0,0.91,1.0
BTC,0.05283605283605284,1.0,1.09,0.911,0.9899
BTC,0.05303030303030303,0.9899,1.1,0.9541,1.05
BTC,0.053224553224553224,1.05,1.14,1.03,1.11
BTC,0.053418803418803416,1.11,1.2,1.11,1.16
BTC,0.053613053613053616,1.16,1.2,1.14,1.2
BTC,0.05380730380730381,1.2,1.2,1.13,1.14
BTC,0.054001554001554,1.14,1.21,1.14,1.21
BTC,0.05419580419580419,1.21,1.41,1.19,1.41
BTC,0.05439005439005439,1.41,1.95,1.32,1.7
BTC,0.054584304584304584,1.7,1.95,1.6,1.63
BTC,0.054778554778554776,1.63,1.7,1.52,1.56
BTC,0.054972804972804976,1.56,1.79,1.53,1.79
BTC,0.05516705516705517,1.79,1.95,1.72,1.9
BTC,0.05536130536130536,1.9,2.65,1.66,2.21
BTC,0.05555555555555555,2.21,2.95,2.21,2.88
BTC,0.05574980574980575,2.88,4.15,2.75,3.5
BTC,0.055944055944055944,3.5,3.87,2.5,3.03
BTC,0.056138306138306136,3.03,3.5,3.03,3.2
BTC,0.056332556332556336,3.2,3.49,3.11,3.41
BTC,0.05652680652680653,3.41,3.58,3.25,3.41
BTC,0.05672105672105672,3.41,3.45,3.33,3.33
BTC,0.05691530691530691,3.33,3.61,3.29,3.45
BTC,0.05710955710955711,3.45,3.7,3.43,3.64
BTC,0.057303807303807304,3.64,3.94,3.63,3.87
BTC,0.057498057498057496,3.87,3.9,3.69,3.8
BTC,0.057692307692307696,3.8,5.99,3.8,5.81
BTC,0.05788655788655789,5.81,6.07,4.6,5.5
BTC,0.05808080808080808,5.5,6.49,5.22,6.3
BTC,0.05827505827505827,6.3,8.45,6.3,8.2
BTC,0.05846930846930847,8.2,8.9,5.83,7.2
BTC,0.058663558663558664,7.2,7.78,6.2,6.99
BTC,0.058857808857808856,6.99,8.5,6.75,8.03
BTC,0.059052059052059055,8.03,8.39,6.98,7.19
BTC,0.05924630924630925,7.19,7.5,6.6,6.88
BTC,0.05944055944055944,6.88,7.34,6.61,6.81
BTC,0.05963480963480963,6.81,7.1,5.58,5.59
BTC,0.05982905982905983,5.59,6.52,5.58,6.12
BTC,0.060023310023310024,6.12,6.76,5.99,6.69
BTC,0.060217560217560216,6.69,7.45,6.69,7.15
BTC,0.06041181041181041,7.15,7.51,6.96,7.42
BTC,0.06060606060606061,7.42,9.33,7.22,8.4
BTC,0.0608003108003108,8.4,8.99,8.01,8.8
BTC,0.06099456099456099,8.8,8.83,8.5,8.5
BTC,0.06118881118881119,8.5,8.7,8.11,8.3
BTC,0.061383061383061384,8.3,8.49,8.1,8.43
BTC,0.061577311577311576,8.43,9.0,8.25,8.8
BTC,0.06177156177156177,8.8,9.5,8.1,8.74
BTC,0.06196581196581197,8.74,9.7,8.3,9.57
BTC,0.06216006216006216,9.57,10.89,9.5,10.6
BTC,0.06235431235431235,10.6,14.5,10.58,14.29
BTC,0.06254856254856254,14.29,18.89,14.04,18.89
BTC,0.06274281274281274,18.89,19.0,16.2,16.7
BTC,0.06293706293706294,16.7,19.23,16.45,18.55
BTC,0.06313131313131314,18.55,24.32,18.26,23.92
BTC,0.06332556332556333,23.92,31.91,22.21,29.6
BTC,0.06351981351981352,29.6,31.5,26.15,28.92
BTC,0.06371406371406371,28.92,29.4,20.01,23.95
BTC,0.0639083139083139,23.95,23.99,13.0,14.65
BTC,0.0641025641025641,14.65,24.99,10.25,18.55
BTC,0.0642968142968143,18.55,24.5,16.0,19.84
BTC,0.0644910644910645,19.84,20.5,18.0,19.28
BTC,0.06468531468531469,19.28,20.0,19.02,19.49
BTC,0.06487956487956488,19.49,19.89,17.0,17.0
BTC,0.06507381507381507,17.0,18.34,13.0,15.68
BTC,0.06526806526806526,15.68,16.95,15.05,16.89
BTC,0.06546231546231546,16.89,18.88,16.85,17.51
BTC,0.06565656565656566,17.51,17.51,17.51,17.51
BTC,0.06585081585081586,17.51,17.51,17.51,17.51
BTC,0.06604506604506605,17.51,17.51,17.51,17.51
BTC,0.06623931623931624,17.51,17.51,17.51,17.51
BTC,0.06643356643356643,17.51,17.51,17.51,17.51
BTC,0.06662781662781662,17.51,17.51,17.51,17.51
BTC,0.06682206682206682,17.51,17.51,14.01,16.45
BTC,0.06701631701631702,16.45,18.0,15.0,16.75
BTC,0.06721056721056722,16.75,17.52,16.5,16.95
BTC,0.06740481740481741,16.95,17.2,16.67,16.85
BTC,0.0675990675990676,16.85,17.0,15.73,16.1
BTC,0.06779331779331779,16.1,16.74,15.26,15.4
BTC,0.06798756798756798,15.4,15.8,15.27,15.4
BTC,0.06818181818181818,15.4,15.69,15.31,15.44
BTC,0.06837606837606838,15.44,15.49,13.14,13.86
BTC,0.06857031857031858,13.86,15.0,11.0,12.91
BTC,0.06876456876456877,12.91,16.5,12.67,14.78
BTC,0.06895881895881896,14.78,15.9,14.5,14.78
BTC,0.06915306915306915,14.78,15.64,13.9,14.31
BTC,0.06934731934731934,14.31,14.7,14.02,14.38
BTC,0.06954156954156954,14.38,15.68,14.35,14.9
BTC,0.06973581973581973,14.9,15.2,13.8,14.21
BTC,0.06993006993006994,14.21,14.64,13.9,14.01
BTC,0.07012432012432013,14.01,14.15,13.91,13.95
BTC,0.07031857031857032,13.95,14.07,13.7,13.99
BTC,0.07051282051282051,13.99,14.09,13.5,13.81
BTC,0.0707070707070707,13.81,13.81,13.5,13.72
BTC,0.0709013209013209,13.72,13.75,13.02,13.16
BTC,0.07109557109557109,13.16,13.92,12.51,13.48
BTC,0.0712898212898213,13.48,14.7,13.44,13.85
BTC,0.07148407148407149,13.85,14.0,13.4,13.69
BTC,0.07167832167832168,13.69,13.78,13.4,13.61
BTC,0.07187257187257187,13.61,13.81,13.45,13.7
BTC,0.07206682206682206,13.7,13.76,13.51,13.68
BTC,0.07226107226107226,13.68,14.1,13.6,13.98
BTC,0.07245532245532245,13.98,14.72,13.76,14.05
BTC,0.07264957264957266,14.05,14.05,13.77,13.88
BTC,0.07284382284382285,13.88,14.13,13.85,13.94
BTC,0.07303807303807304,13.94,13.94,13.31,13.49
BTC,0.07323232323232323,13.49,13.7,13.33,13.5
BTC,0.07342657342657342,13.5,13.63,13.45,13.53
BTC,0.07362082362082362,13.53,14.9,12.83,13.35
BTC,0.07381507381507381,13.35,13.55,12.85,13.09
BTC,0.07400932400932402,13.09,13.1,11.5,12.05
BTC,0.07420357420357421,12.05,12.16,8.7,9.26
BTC,0.0743978243978244,9.26,11.15,9.26,10.75
BTC,0.07459207459207459,10.75,10.99,9.5,9.8
BTC,0.07478632478632478,9.8,9.95,5.74,6.55
BTC,0.07498057498057498,6.55,9.47,6.01,7.9
BTC,0.07517482517482517,7.9,8.16,7.06,7.8
BTC,0.07536907536907538,7.8,12.1,7.67,9.99
BTC,0.07556332556332557,9.99,10.4,9.5,9.98
BTC,0.07575757575757576,9.98,10.5,8.45,9.46
BTC,0.07595182595182595,9.46,9.8,8.91,9.46
BTC,0.07614607614607614,9.46,10.25,9.28,10.13
BTC,0.07634032634032634,10.13,11.24,9.62,10.8
BTC,0.07653457653457653,10.8,11.89,10.72,11.15
BTC,0.07672882672882674,11.15,11.32,10.81,10.96
BTC,0.07692307692307693,10.96,11.1,10.66,10.95
BTC,0.07711732711732712,10.95,11.05,10.81,10.83
BTC,0.07731157731157731,10.83,11.81,10.83,11.65
BTC,0.0775058275058275,11.65,11.69,11.4,11.45
BTC,0.0777000777000777,11.45,11.51,11.31,11.31
BTC,0.07789432789432789,11.31,11.5,10.51,10.9
BTC,0.0780885780885781,10.9,11.3,10.81,10.94
BTC,0.07828282828282829,10.94,11.08,10.83,10.85
BTC,0.07847707847707848,10.85,10.89,9.1,9.66
BTC,0.07867132867132867,9.66,9.89,7.64,8.18
BTC,0.07886557886557886,8.18,9.11,8.12,8.59
BTC,0.07905982905982906,8.59,9.48,8.45,9.07
BTC,0.07925407925407925,9.07,9.27,8.65,8.97
BTC,0.07944832944832945,8.97,9.0,8.55,8.79
BTC,0.07964257964257965,8.79,8.79,8.01,8.2
BTC,0.07983682983682984,8.2,8.36,8.1,8.21
BTC,0.08003108003108003,8.21,8.71,8.21,8.64
BTC,0.08022533022533022,8.64,8.69,8.36,8.48
BTC,0.08041958041958042,8.48,8.49,7.85,8.18
BTC,0.08061383061383061,8.18,8.19,7.25,7.61
BTC,0.08080808080808081,7.61,7.66,6.12,6.86
BTC,0.08100233100233101,6.86,7.6,6.53,7.19
BTC,0.0811965811965812,7.19,7.2,6.51,6.53
BTC,0.08139083139083139,6.53,6.58,4.18,5.03
BTC,0.08158508158508158,5.03,5.49,4.63,4.77
BTC,0.08177933177933178,4.77,7.4,4.6,5.86
BTC,0.08197358197358197,5.86,6.58,5.41,6.08
BTC,0.08216783216783216,6.08,6.09,5.7,5.8
BTC,0.08236208236208237,5.8,5.85,5.32,5.62
BTC,0.08255633255633256,5.62,5.62,4.44,4.84
BTC,0.08275058275058275,4.84,4.99,4.61,4.82
BTC,0.08294483294483294,4.82,4.93,4.7,4.77
BTC,0.08313908313908314,4.77,5.6,4.72,5.2
BTC,0.08333333333333333,5.2,5.64,4.9,5.46
BTC,0.08352758352758352,5.46,6.8,5.45,6.11
BTC,0.08372183372183373,6.11,6.29,5.06,5.61
BTC,0.08391608391608392,5.61,5.83,5.29,5.43
BTC,0.08411033411033411,5.43,5.71,5.41,5.55
BTC,0.0843045843045843,5.55,5.64,5.32,5.47
BTC,0.0844988344988345,5.47,5.49,5.32,5.33
BTC,0.08469308469308469,5.33,5.4,4.72,4.87
BTC,0.08488733488733488,4.87,5.13,4.78,4.92
BTC,0.08508158508158509,4.92,4.97,4.63,4.77
BTC,0.08527583527583528,4.77,4.8,4.67,4.78
BTC,0.08547008547008547,4.78,5.35,4.74,5.14
BTC,0.08566433566433566,5.14,5.25,4.86,5.03
BTC,0.08585858585858586,5.03,5.1,4.91,5.03
BTC,0.08605283605283605,5.03,5.04,4.89,5.02
BTC,0.08624708624708624,5.02,5.03,4.92,4.96
BTC,0.08644133644133645,4.96,5.03,4.83,4.87
BTC,0.08663558663558664,4.87,4.9,4.5,4.73
BTC,0.08682983682983683,4.73,4.8,3.78,4.27
BTC,0.08702408702408702,4.27,4.34,3.83,4.01
BTC,0.08721833721833722,4.01,4.39,4.01,4.1
BTC,0.08741258741258741,4.1,4.2,4.01,4.1
BTC,0.0876068376068376,4.1,4.1,3.85,3.93
BTC,0.08780108780108781,3.93,4.45,3.9,4.15
BTC,0.087995337995338,4.15,4.2,4.0,4.05
BTC,0.08818958818958819,4.05,4.11,3.95,3.99
BTC,0.08838383838383838,3.99,4.05,3.71,3.84
BTC,0.08857808857808858,3.84,3.9,3.4,3.56
BTC,0.08876424501424501,3.56,3.74,2.26,2.56
BTC,0.0889584952084952,2.56,2.9,2.31,2.42
BTC,0.0891527454027454,2.42,2.54,2.04,2.27
BTC,0.08934699559699559,2.27,2.39,2.22,2.35
BTC,0.0895412457912458,2.35,2.72,2.33,2.57
BTC,0.08973549598549599,2.57,3.3,2.55,3.16
